"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"C1074","5","1012","43","0","2021","3","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2184,25198,24852,24701,358219855,133620589,1472045,1106,"",1.05,1.28,1.25,1.26,1.28,1.27,1.28,1.01,"",42,2.0,1291,5.4,951,4.0,865,3.6,39314751,12.3,22763853,20.5,103396,7.6,79,7.7
"C1074","5","1012","43","0","2021","4","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2233,24755,24838,24732,409554570,91336854,978220,1272,"",1.05,1.25,1.26,1.27,1.32,1.24,1.26,1.05,"",35,1.6,595,2.5,571,2.4,504,2.1,34477565,9.2,11066348,13.8,28127,3.0,81,6.8
"C1074","5","1013","43","0","2021","1","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",839,15662,15869,15981,245128882,204673835,1471120,1191,"",0.99,0.50,0.51,0.51,0.54,0.54,0.49,1.07,"",-11,-1.3,-996,-6.0,-722,-4.4,-393,-2.4,-10867205,-4.2,-7162916,-3.4,-455481,-23.6,1,0.1
"C1074","5","1013","43","0","2021","2","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",830,16097,16037,16161,250818941,122894217,734794,1198,"",0.98,0.51,0.51,0.52,0.53,0.62,0.64,1.04,"",-12,-1.4,1187,8.0,1046,7.0,571,3.7,14105075,6.0,16921463,16.0,-31081,-4.1,-3,-0.2
"C1074","5","1013","43","0","2021","3","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",844,16507,16419,16364,248016967,76701515,471577,1161,"",0.97,0.52,0.51,0.51,0.51,0.64,0.66,1.00,"",-6,-0.7,704,4.5,617,3.9,617,3.9,16652403,7.2,12925271,20.3,2920,0.6,33,2.9
"C1074","5","1013","43","0","2021","4","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",853,16752,16727,16635,282788005,51603729,323142,1302,"",0.96,0.52,0.52,0.51,0.52,0.60,0.59,1.01,"",-11,-1.3,857,5.4,905,5.7,960,6.1,15584898,5.8,10817393,26.5,9879,3.2,1,0.1
"C1074","5","102","42","0","2021","1","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",20886,242791,245872,248765,2992035076,2362434858,16885170,936,"",0.99,0.98,0.98,0.98,0.92,1.06,1.00,0.94,"",306,1.5,-22831,-8.6,-19936,-7.5,-15847,-6.0,-78582209,-2.6,-58039565,-2.4,3159565,23.0,46,5.2
"C1074","5","102","42","0","2021","2","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",21191,251251,253678,254306,3090152727,1600355308,9194941,939,"",1.00,0.98,0.98,0.99,0.93,1.03,0.98,0.95,"",603,2.9,29814,13.5,27819,12.3,17469,7.4,359817030,13.2,266244669,20.0,1203566,15.1,18,2.0
"C1074","5","102","42","0","2021","3","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",21966,257597,259273,258251,3272271996,1123761963,6701310,974,"",1.00,0.97,0.97,0.98,0.93,1.04,1.01,0.96,"",981,4.7,16389,6.8,15731,6.5,13497,5.5,374045231,12.9,215027829,23.7,1191344,21.6,57,6.2
"C1074","5","102","42","0","2021","4","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",22603,264270,265843,266452,3649404928,933873631,5866031,1057,"",1.00,0.98,0.98,0.98,0.93,1.04,1.02,0.95,"",1062,4.9,15813,6.4,16981,6.8,22736,9.3,314690323,9.4,224234457,31.6,1378059,30.7,19,1.8
"C1074","5","1021","43","0","2021","1","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4046,60932,60764,60771,621653833,552034968,3689364,786,"",0.89,0.87,0.87,0.87,0.88,0.86,0.84,1.01,"",-62,-1.5,-1080,-1.7,-888,-1.4,-580,-0.9,3679482,0.6,-3141326,-0.6,714454,24.0,15,1.9
"C1074","5","1021","43","0","2021","2","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4081,60922,61496,61355,669813310,436304788,2148679,841,"",0.89,0.87,0.88,0.88,0.87,0.94,0.88,0.99,"",10,0.2,6900,12.8,6948,12.7,3509,6.1,103163065,18.2,65193377,17.6,202820,10.4,55,7.0
"C1074","5","1021","43","0","2021","3","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4134,61839,62220,62693,692759568,303003913,1504604,856,"",0.88,0.87,0.87,0.88,0.85,0.99,0.94,0.98,"",30,0.7,2640,4.5,2299,3.8,2713,4.5,82200880,13.5,46074057,17.9,186562,14.2,69,8.8
"C1074","5","1021","43","0","2021","4","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4191,65811,67183,68813,797331875,259421864,1466354,912,"",0.87,0.90,0.90,0.92,0.90,1.01,1.02,0.99,"",19,0.5,4785,7.8,4970,8.0,6495,10.4,110940802,16.2,59958607,30.1,472175,47.5,58,6.8
"C1074","5","1022","43","0","2021","1","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",435,4713,4986,5070,88596233,70456763,492537,1384,"",0.88,0.68,0.70,0.71,0.40,0.67,0.53,0.58,"",66,17.9,-1132,-19.4,-509,-9.3,-795,-13.6,-4274983,-4.6,-5246800,-6.9,-34788,-6.6,138,11.1
"C1074","5","1022","43","0","2021","2","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",466,4864,4832,4897,76241183,38071924,276506,1206,"",0.90,0.68,0.67,0.68,0.36,0.88,0.91,0.54,"",87,23.0,-6,-0.1,49,1.0,206,4.4,5097196,7.2,4003299,11.8,49677,21.9,61,5.3
"C1074","5","1022","43","0","2021","3","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",512,5183,5327,5307,90470155,28841592,429587,1320,"",0.94,0.70,0.70,0.71,0.40,1.00,1.82,0.56,"",119,30.3,502,10.7,460,9.5,392,8.0,13699332,17.8,15036729,108.9,294427,217.8,95,7.8
"C1074","5","1022","43","0","2021","4","N","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",543,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",127,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1074","5","1023","43","0","2021","1","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2499,17722,17681,17645,316250220,237028530,1553808,1376,"",1.11,0.84,0.83,0.83,0.54,0.87,0.74,0.65,"",79,3.3,-821,-4.4,-847,-4.6,-681,-3.7,5769219,1.9,-4337461,-1.8,140486,9.9,83,6.4
"C1074","5","1023","43","0","2021","2","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2547,17819,17778,17669,280551576,141821271,866862,1215,"",1.12,0.83,0.83,0.83,0.65,1.25,1.42,0.78,"",137,5.7,57,0.3,-12,-0.1,-154,-0.9,14848485,5.6,6745107,5.0,36213,4.4,66,5.7
"C1074","5","1023","43","0","2021","3","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2605,17793,17691,17499,288620490,82436535,566522,1257,"",1.11,0.82,0.80,0.81,0.65,1.16,1.37,0.81,"",116,4.7,-114,-0.6,-215,-1.2,-272,-1.5,13803196,5.0,13090685,18.9,123790,28.0,73,6.2
"C1074","5","1023","43","0","2021","4","N","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2704,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0,"N",163,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1074","5","1024","43","0","2021","1","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",5014,59523,60097,60383,1031704426,858695082,5440842,1323,"",1.05,1.13,1.13,1.13,1.13,1.41,1.04,1.00,"",201,4.2,-2962,-4.7,-2835,-4.5,-2267,-3.6,10604920,1.0,17826634,2.1,544831,11.1,70,5.6
"C1074","5","1024","43","0","2021","2","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",5115,60776,60620,59860,1061292341,413254133,2714726,1351,"",1.05,1.12,1.11,1.11,1.13,1.11,1.01,1.02,"",278,5.7,3559,6.2,3578,6.3,2236,3.9,78420653,8.0,52495804,14.6,197945,7.9,31,2.3
"C1074","5","1024","43","0","2021","3","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",5327,60722,61200,61133,1101296924,246746797,1663581,1388,"",1.05,1.10,1.09,1.10,1.12,0.95,0.88,1.02,"",378,7.6,2439,4.2,2209,3.7,2398,4.1,135562549,14.0,43916753,21.7,117849,7.6,122,9.6
"C1074","5","1024","43","0","2021","4","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",5563,62334,62387,62602,1235060667,208306627,1487827,1522,"",1.06,1.09,1.09,1.09,1.08,0.91,0.86,0.99,"",452,8.8,2535,4.2,2344,3.9,2751,4.6,45925184,3.9,48415982,30.3,216654,17.0,-5,-0.3
"C1074","5","1025","43","0","2021","1","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",4967,61000,61229,61466,693828924,415784483,3183830,872,"",1.12,1.06,1.05,1.05,1.17,1.30,1.42,1.11,"",-6,-0.1,-2057,-3.3,-1967,-3.1,-1390,-2.2,-39165162,-5.3,-8004780,-1.9,854825,36.7,-22,-2.5
"C1074","5","1025","43","0","2021","2","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5023,61869,61773,61624,699151567,314242366,1802392,871,"",1.12,1.05,1.05,1.07,1.04,1.31,1.32,0.98,"",-4,-0.1,5168,9.1,4724,8.3,4144,7.2,66262366,10.5,50854912,19.3,261336,17.0,18,2.1
"C1074","5","1025","43","0","2021","3","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5258,61064,61632,60909,763495504,227150118,1284307,960,"",1.14,1.05,1.05,1.04,1.08,1.44,1.49,1.03,"",99,1.9,2439,4.2,1690,2.8,874,1.5,42687683,5.9,28994802,14.6,108683,9.2,29,3.1
"C1074","5","1025","43","0","2021","4","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5400,61782,61988,61151,830811920,181758610,1034182,1037,"",1.14,1.04,1.04,1.03,1.09,1.40,1.37,1.06,"",107,2.0,1122,1.8,1407,2.3,1179,2.0,26329060,3.3,24639728,15.7,100240,10.7,13,1.3
"C1074","5","1026","43","0","2021","1","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2097,30284,32424,34651,156842245,153836067,1646361,372,"",1.01,0.99,1.01,1.04,1.03,0.83,1.34,1.01,"",-23,-1.1,-13440,-30.7,-11662,-26.5,-9048,-20.7,-50864585,-24.5,-50260841,-24.6,601258,57.5,8,2.2
"C1074","5","1026","43","0","2021","2","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2099,36138,38211,39711,211688666,192477580,931712,428,"",1.00,1.03,1.05,1.06,1.04,0.77,0.62,0.99,"",8,0.4,12173,50.8,10945,40.1,6686,20.2,74313359,54.1,71041341,58.5,343024,58.3,52,13.8
"C1074","5","1026","43","0","2021","3","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2161,41649,41923,41575,239521111,192188187,964708,442,"",1.00,1.06,1.05,1.08,1.03,0.92,0.75,0.96,"",85,4.1,7704,22.7,8863,26.8,7069,20.5,75048070,45.6,61803646,47.4,330666,52.2,68,18.2
"C1074","5","1026","43","0","2021","4","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2192,41633,41214,40813,253034614,171206864,908267,472,"",1.00,1.07,1.07,1.06,1.01,1.08,0.94,0.95,"",57,2.7,6598,18.8,7189,21.1,10650,35.3,88206381,53.5,59077992,52.7,360956,66.0,89,23.2
"C1074","5","1027","43","0","2021","1","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",1828,8617,8691,8779,83159195,74598965,878428,736,"",0.94,0.86,0.85,0.85,0.98,0.91,1.41,1.15,"",51,2.9,-1339,-13.4,-1228,-12.4,-1086,-11.0,-4331100,-5.0,-4874991,-6.1,338499,62.7,57,8.4
"C1074","5","1027","43","0","2021","2","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",1860,8863,8968,9190,91414084,64183246,454064,781,"",0.96,0.84,0.84,0.86,0.93,0.99,1.18,1.10,"",87,4.9,1963,28.4,1587,21.5,842,10.1,17711906,24.0,15910829,33.0,112551,33.0,29,3.9
"C1074","5","1027","43","0","2021","3","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",1969,9347,9280,9135,96108244,43394821,288001,799,"",0.98,0.85,0.84,0.84,0.93,0.98,1.10,1.10,"",154,8.5,779,9.1,425,4.8,323,3.7,11043521,13.0,6111157,16.4,29367,11.4,51,6.8
"C1074","5","1027","43","0","2021","4","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",2010,9280,9380,9411,103857569,33951844,231643,854,"",0.99,0.84,0.85,0.85,0.94,0.98,1.05,1.11,"",137,7.3,319,3.6,529,6.0,856,10.0,13873534,15.4,7229522,27.1,40797,21.4,66,8.4
